,Country,ratio,total,year,month
2434,DZ,0.0416666666666666,48.0,2020,6
2435,EC,-0.1376811594202898,138.0,2020,6
2436,EE,-0.375,24.0,2020,6
2437,EG,0.1496062992125984,508.0,2020,6
2438,EH,-1.0,1.0,2020,6
2439,ER,1.0,1.0,2020,6
2440,ES,-0.1232583065380493,1866.0,2020,6
2441,ET,-0.0995475113122171,221.0,2020,6
2442,FI,-0.0693430656934306,274.0,2020,6
2443,FJ,-0.0297029702970297,202.0,2020,6
2444,FM,-1.0,1.0,2020,6
2445,FR,-0.1705590941259731,1413.0,2020,6
2446,GA,0.0833333333333333,12.0,2020,6
2447,GB,-0.1732765378694145,105877.0,2020,6
2448,GD,-0.2352941176470588,17.0,2020,6
2449,GE,-0.1666666666666666,60.0,2020,6
2450,GF,-0.4166666666666667,12.0,2020,6
2451,GG,0.1666666666666666,12.0,2020,6
2452,GH,-0.1246666666666666,3000.0,2020,6
2453,GI,-0.1578947368421052,76.0,2020,6
2454,GM,0.0560747663551401,107.0,2020,6
2455,GN,0.0,6.0,2020,6
2456,GP,0.0,4.0,2020,6
2457,GQ,-0.5,4.0,2020,6
2458,GR,-0.1470588235294117,306.0,2020,6
2459,GT,-0.1791044776119403,67.0,2020,6
2460,GU,-0.21875,32.0,2020,6
2461,GW,1.0,1.0,2020,6
2462,GY,-0.4,25.0,2020,6
2463,HK,-0.24950884086444,509.0,2020,6
2464,HN,-0.3563218390804598,87.0,2020,6
2465,HR,-0.0126582278481012,79.0,2020,6
2466,HT,-0.0256410256410256,39.0,2020,6
2467,HU,-0.1234567901234567,81.0,2020,6
2468,ID,0.0268741159830268,2121.0,2020,6
2469,IE,-0.0974042999475616,7628.0,2020,6
2470,IL,-0.1618497109826589,346.0,2020,6
2471,IM,-0.2280701754385964,114.0,2020,6
2472,IN,-0.2990127152598237,66141.0,2020,6
2473,IO,0.0,1.0,2020,6
2474,IQ,-0.3333333333333333,207.0,2020,6
2475,IR,-0.5,56.0,2020,6
2476,IS,-0.0961538461538461,52.0,2020,6
2477,IT,-0.0368627450980392,1275.0,2020,6
2478,JE,0.2,5.0,2020,6
2479,JM,-0.2163080407701019,883.0,2020,6
2480,JO,0.1827956989247312,93.0,2020,6
2481,JP,-0.20814880425155,1129.0,2020,6
2482,KE,-0.2394977168949771,4380.0,2020,6
2483,KG,-0.2083333333333333,24.0,2020,6
2484,KH,0.0875,80.0,2020,6
2485,KN,0.1578947368421052,19.0,2020,6
2486,KR,-0.2626582278481013,316.0,2020,6
2487,KW,-0.1350364963503649,274.0,2020,6
2488,KY,-0.1363636363636363,44.0,2020,6
2489,KZ,-0.1818181818181818,44.0,2020,6
2490,LA,-0.1162790697674418,43.0,2020,6
2491,LB,-0.0300429184549356,233.0,2020,6
2492,LC,-0.1016949152542373,59.0,2020,6
2493,LI,-0.5666666666666667,30.0,2020,6
2494,LK,-0.256900212314225,471.0,2020,6
2495,LR,-0.0147058823529411,68.0,2020,6
2496,LS,-0.2935779816513761,109.0,2020,6
2497,LT,-0.0434782608695652,23.0,2020,6
2498,LU,0.1639344262295081,61.0,2020,6
2499,LV,-0.4516129032258064,31.0,2020,6
2500,LY,-0.1052631578947368,19.0,2020,6
2501,MA,-0.1023622047244094,127.0,2020,6
2502,MC,-0.2083333333333333,24.0,2020,6
2503,MD,-0.4285714285714285,7.0,2020,6
2504,ME,0.2758620689655172,29.0,2020,6
2505,MF,-0.3333333333333333,3.0,2020,6
2506,MG,0.25,4.0,2020,6
2507,MH,-0.4545454545454545,11.0,2020,6
2508,MK,-0.3636363636363636,11.0,2020,6
2509,ML,0.2857142857142857,7.0,2020,6
2510,MM,0.1052631578947368,57.0,2020,6
2511,MN,-0.1111111111111111,18.0,2020,6
2512,MO,-0.5384615384615384,13.0,2020,6
2513,MP,-0.9285714285714286,14.0,2020,6
2514,MQ,-0.6785714285714286,56.0,2020,6
2515,MR,-0.125,8.0,2020,6
2516,MT,-0.2391304347826087,92.0,2020,6
2517,MU,-0.0454545454545454,66.0,2020,6
2518,MV,-0.0978260869565217,460.0,2020,6
2519,MW,-0.1144067796610169,236.0,2020,6
2520,MX,-0.1377990430622009,1045.0,2020,6
2521,MY,-0.0723897911832946,2155.0,2020,6
2522,MZ,-0.1463414634146341,41.0,2020,6
2523,NE,0.0,6.0,2020,6
2524,NG,-0.22017625564233,13957.0,2020,6
2525,NI,-0.2941176470588235,51.0,2020,6
2526,NL,-0.1374207188160676,1419.0,2020,6
2527,NO,-0.2222222222222222,324.0,2020,6
2528,NP,-0.2241379310344827,870.0,2020,6
2529,NU,-1.0,1.0,2020,6
2530,NZ,-0.2531860662701784,2354.0,2020,6
2531,OM,-0.0754257907542579,411.0,2020,6
2532,PA,-0.2544378698224852,169.0,2020,6
2533,PE,-0.0403225806451612,124.0,2020,6
2534,PF,0.4,5.0,2020,6
2535,PG,0.0,41.0,2020,6
2536,PH,0.0132013201320132,6060.0,2020,6
2537,PK,-0.2452656496580747,7604.0,2020,6
2538,PL,-0.2892938496583143,439.0,2020,6
2539,PM,0.0,1.0,2020,6
2540,PR,0.3333333333333333,3.0,2020,6
2541,PT,-0.2911392405063291,395.0,2020,6
2542,PW,0.1666666666666666,6.0,2020,6
2543,PY,-0.2291666666666666,48.0,2020,6
2544,QA,-0.0967117988394584,517.0,2020,6
2545,RE,0.0,1.0,2020,6
2546,RO,-0.2129629629629629,108.0,2020,6
2547,RS,-0.0694444444444444,72.0,2020,6
2548,RU,-0.2592592592592592,189.0,2020,6
2549,RW,0.0599078341013824,217.0,2020,6
2550,SA,-0.1179883945841392,1034.0,2020,6
2551,SB,0.4285714285714285,7.0,2020,6
2552,SC,-0.2307692307692307,13.0,2020,6
2553,SD,-1.0,2.0,2020,6
2554,SE,-0.2572347266881029,622.0,2020,6
2555,SG,-0.0142222222222222,1125.0,2020,6
2556,SI,-0.0588235294117647,34.0,2020,6
2557,SK,0.037037037037037,27.0,2020,6
2558,SL,-0.0638297872340425,94.0,2020,6
2559,SM,1.0,1.0,2020,6
2560,SN,-0.0344827586206896,58.0,2020,6
2561,SO,-0.208,125.0,2020,6
2562,SR,-0.5614035087719298,114.0,2020,6
2563,SV,-0.0444444444444444,45.0,2020,6
2564,SX,0.3,10.0,2020,6
2565,SY,-0.7777777777777778,9.0,2020,6
2566,SZ,-0.0737704918032786,122.0,2020,6
2567,TC,0.1111111111111111,18.0,2020,6
2568,TD,0.6666666666666666,3.0,2020,6
2569,TG,0.2857142857142857,7.0,2020,6
2570,TH,-0.1575342465753424,1022.0,2020,6
2571,TJ,1.0,1.0,2020,6
2572,TL,0.631578947368421,19.0,2020,6
2573,TN,-0.0588235294117647,51.0,2020,6
2574,TO,0.0,8.0,2020,6
2575,TR,-0.1064814814814814,648.0,2020,6
2576,TT,-0.2352941176470588,374.0,2020,6
2577,TW,-0.13215859030837,227.0,2020,6
2578,TZ,-0.1088709677419354,248.0,2020,6
2579,UA,0.028169014084507,71.0,2020,6
2580,UG,-0.2072701852499126,2861.0,2020,6
2581,US,-0.3486087867200629,287411.0,2020,6
2582,UY,-0.2222222222222222,81.0,2020,6
2583,UZ,0.2222222222222222,18.0,2020,6
2584,VA,-1.0,2.0,2020,6
2585,VC,-0.2631578947368421,19.0,2020,6
2586,VE,-0.1931818181818181,88.0,2020,6
2587,VG,-0.1666666666666666,18.0,2020,6
2588,VI,-0.1739130434782608,23.0,2020,6
2589,VN,-0.15,140.0,2020,6
2590,VU,0.375,8.0,2020,6
2591,WS,0.75,4.0,2020,6
2592,XK,-0.2459016393442623,61.0,2020,6
2593,YE,-0.3493975903614458,83.0,2020,6
2594,ZA,-0.2471347153504102,15967.0,2020,6
2595,ZM,-0.1847133757961783,314.0,2020,6
2596,ZW,-0.1793372319688109,513.0,2020,6
2597,AD,0.25,4.0,2021,2
2598,AE,-0.0702970297029703,1010.0,2021,2
2599,AF,-0.1304347826086956,23.0,2021,2
2600,AG,-0.1921182266009852,203.0,2021,2
2601,AI,0.25,4.0,2021,2
2602,AL,-0.0227272727272727,44.0,2021,2
2603,AM,-0.1,20.0,2021,2
2604,AO,0.3333333333333333,9.0,2021,2
2605,AR,-0.1006944444444444,288.0,2021,2
2606,AT,0.0308880308880308,259.0,2021,2
2607,AU,-0.2726894946808511,12032.0,2021,2
2608,AW,-0.4285714285714285,14.0,2021,2
2609,AX,0.0,1.0,2021,2
2610,AZ,0.1666666666666666,6.0,2021,2
2611,BA,0.0,8.0,2021,2
2612,BB,-0.1643835616438356,657.0,2021,2
2613,BD,0.1788990825688073,218.0,2021,2
2614,BE,-0.0953150242326332,619.0,2021,2
2615,BF,0.3333333333333333,3.0,2021,2
2616,BG,-0.1666666666666666,60.0,2021,2
2617,BH,-0.3103448275862069,145.0,2021,2
2618,BI,0.0,5.0,2021,2
2619,BJ,-0.625,8.0,2021,2
2620,BL,-1.0,1.0,2021,2
2621,BM,-0.0930232558139534,43.0,2021,2
2622,BN,0.0,10.0,2021,2
2623,BO,-0.0526315789473684,19.0,2021,2
2624,BQ,-0.5,2.0,2021,2
2625,BR,-0.1144114411441144,909.0,2021,2
2626,BS,-0.1184834123222748,211.0,2021,2
2627,BT,0.25,12.0,2021,2
2628,BW,-0.2038216560509554,785.0,2021,2
2629,BZ,-0.1714285714285714,35.0,2021,2
2630,CA,-0.2197192430328378,24149.0,2021,2
2631,CD,0.1363636363636363,22.0,2021,2
2632,CF,1.0,1.0,2021,2
2633,CG,-0.25,4.0,2021,2
2634,CH,-0.0714285714285714,574.0,2021,2
2635,CI,-0.2727272727272727,11.0,2021,2
2636,CL,-0.0066225165562913,151.0,2021,2
2637,CM,-0.2641509433962264,53.0,2021,2
2638,CN,-0.0924369747899159,357.0,2021,2
2639,CO,-0.3306772908366533,251.0,2021,2
2640,CR,-0.1382978723404255,94.0,2021,2
2641,CU,-0.4754098360655737,61.0,2021,2
2642,CV,0.3333333333333333,9.0,2021,2
2643,CW,0.5,4.0,2021,2
2644,CY,-0.2295081967213114,183.0,2021,2
2645,CZ,-0.0268456375838926,149.0,2021,2
2646,DE,-0.1046966731898238,2044.0,2021,2
2647,DJ,-0.875,24.0,2021,2
2648,DK,-0.1655629139072847,302.0,2021,2
2649,DM,-0.3947368421052631,38.0,2021,2
2650,DO,-0.2195121951219512,82.0,2021,2
2651,DZ,-0.2727272727272727,11.0,2021,2
2652,EC,-0.0116279069767441,86.0,2021,2
2653,EE,0.0,29.0,2021,2
2654,EG,-0.1466666666666666,150.0,2021,2
2655,ER,-0.5,2.0,2021,2
2656,ES,-0.188,1500.0,2021,2
2657,ET,-0.1710526315789473,76.0,2021,2
2658,FI,-0.048076923076923,208.0,2021,2
2659,FJ,0.0975609756097561,123.0,2021,2
2660,FK,1.0,1.0,2021,2
2661,FO,-0.3333333333333333,3.0,2021,2
2662,FR,-0.1401218450826805,1149.0,2021,2
2663,GA,0.0,14.0,2021,2
2664,GB,-0.1683866767697249,93701.0,2021,2
2665,GD,-0.09375,32.0,2021,2
2666,GE,-0.0434782608695652,23.0,2021,2
2667,GF,0.0,3.0,2021,2
2668,GG,0.4166666666666667,12.0,2021,2
2669,GH,-0.1327201051248357,2283.0,2021,2
2670,GI,0.072463768115942,69.0,2021,2
2671,GM,-0.1309523809523809,84.0,2021,2
2672,GN,0.2,5.0,2021,2
2673,GP,0.0,5.0,2021,2
2674,GQ,1.0,3.0,2021,2
2675,GR,-0.0517928286852589,251.0,2021,2
2676,GT,0.0952380952380952,42.0,2021,2
2677,GU,-0.4545454545454545,11.0,2021,2
2678,GY,-0.5476190476190477,42.0,2021,2
2679,HK,-0.0515759312320916,349.0,2021,2
2680,HN,-0.04,25.0,2021,2
2681,HR,-0.0821917808219178,73.0,2021,2
2682,HT,-0.2941176470588235,17.0,2021,2
2683,HU,0.0704225352112676,71.0,2021,2
2684,ID,0.0237247924080664,843.0,2021,2
2685,IE,-0.2300283860502838,9864.0,2021,2
2686,IL,-0.3240343347639485,466.0,2021,2
2687,IM,-0.2013422818791946,149.0,2021,2
2688,IN,-0.2195948672423533,12391.0,2021,2
2689,IQ,-0.2615384615384615,65.0,2021,2
2690,IR,-0.1714285714285714,35.0,2021,2
2691,IS,-0.2741935483870967,62.0,2021,2
2692,IT,-0.072463768115942,966.0,2021,2
2693,JE,0.0,2.0,2021,2
2694,JM,-0.2684824902723735,1285.0,2021,2
2695,JO,0.0,74.0,2021,2
2696,JP,-0.1957142857142857,700.0,2021,2
2697,KE,-0.2050040355125101,1239.0,2021,2
2698,KG,0.0,9.0,2021,2
2699,KH,-0.2241379310344827,58.0,2021,2
2700,KI,1.0,1.0,2021,2
2701,KN,-0.2142857142857142,14.0,2021,2
2702,KR,-0.203883495145631,206.0,2021,2
2703,KW,-0.0784313725490196,153.0,2021,2
2704,KY,0.0434782608695652,46.0,2021,2
2705,KZ,-0.1764705882352941,17.0,2021,2
2706,LA,0.2727272727272727,11.0,2021,2
2707,LB,-0.0224489795918367,490.0,2021,2
2708,LC,-0.2215189873417721,158.0,2021,2
2709,LI,-0.5,4.0,2021,2
2710,LK,-0.3116279069767442,430.0,2021,2
2711,LR,0.0,27.0,2021,2
2712,LS,-0.256198347107438,121.0,2021,2
2713,LT,-0.0227272727272727,44.0,2021,2
2714,LU,-0.2127659574468085,47.0,2021,2
2715,LV,-0.2142857142857142,28.0,2021,2
2716,LY,0.0,5.0,2021,2
2717,MA,-0.1621621621621621,37.0,2021,2
2718,MC,-0.3333333333333333,9.0,2021,2
2719,MD,-0.3333333333333333,33.0,2021,2
2720,ME,0.0,11.0,2021,2
2721,MF,-0.2222222222222222,9.0,2021,2
2722,MG,0.5,2.0,2021,2
2723,MH,0.0,1.0,2021,2
2724,MK,0.0,19.0,2021,2
2725,ML,0.4285714285714285,7.0,2021,2
2726,MM,-0.2594202898550725,690.0,2021,2
2727,MN,0.12,25.0,2021,2
2728,MO,-0.5,6.0,2021,2
2729,MP,0.0,1.0,2021,2
2730,MQ,0.0,6.0,2021,2
2731,MR,0.3333333333333333,3.0,2021,2
2732,MS,-0.4285714285714285,7.0,2021,2
2733,MT,-0.1636363636363636,55.0,2021,2
2734,MU,-0.1864406779661017,59.0,2021,2
2735,MV,-0.0851063829787234,376.0,2021,2
2736,MW,-0.1993865030674846,326.0,2021,2
2737,MX,-0.1628440366972477,872.0,2021,2
2738,MY,-0.0740595611285266,2552.0,2021,2
2739,MZ,-0.3061224489795918,49.0,2021,2
2740,NE,0.3333333333333333,3.0,2021,2
2741,NG,-0.2114118507681053,4101.0,2021,2
2742,NI,-0.2222222222222222,9.0,2021,2
2743,NL,-0.0696338837042354,1393.0,2021,2
2744,NO,-0.2165354330708661,254.0,2021,2
2745,NP,0.0698924731182795,186.0,2021,2
2746,NR,1.0,1.0,2021,2
2747,NZ,-0.2416048844308765,2293.0,2021,2
2748,OM,-0.0769230769230769,78.0,2021,2
2749,PA,-0.0309278350515463,97.0,2021,2
2750,PE,-0.0978260869565217,92.0,2021,2
2751,PF,0.4,5.0,2021,2
2752,PG,-0.131578947368421,38.0,2021,2
2753,PH,-0.0640119091924078,2687.0,2021,2
2754,PK,-0.1208576998050682,1026.0,2021,2
2755,PL,-0.2271062271062271,273.0,2021,2
2756,PR,-1.0,4.0,2021,2
2757,PT,-0.1155115511551155,303.0,2021,2
2758,PW,0.0,1.0,2021,2
2759,PY,0.0,41.0,2021,2
2760,QA,-0.0637254901960784,204.0,2021,2
2761,RE,0.5,2.0,2021,2
2762,RO,-0.2236842105263158,76.0,2021,2
2763,RS,-0.125,56.0,2021,2
2764,RU,-0.1323529411764706,136.0,2021,2
2765,RW,-0.0522875816993464,153.0,2021,2
2766,SA,0.0326633165829145,398.0,2021,2
2767,SB,0.75,4.0,2021,2
2768,SC,0.4285714285714285,7.0,2021,2
2769,SD,1.0,1.0,2021,2
2770,SE,-0.2357859531772575,598.0,2021,2
2771,SG,-0.1085972850678733,442.0,2021,2
2772,SH,0.6666666666666666,3.0,2021,2
2773,SI,-0.0714285714285714,28.0,2021,2
2774,SK,0.0,40.0,2021,2
2775,SL,-0.109090909090909,55.0,2021,2
2776,SM,-0.6153846153846154,13.0,2021,2
2777,SN,-0.0285714285714285,35.0,2021,2
2778,SO,-0.4054054054054054,148.0,2021,2
2779,SR,0.75,4.0,2021,2
2780,SV,0.04,25.0,2021,2
2781,SX,0.6,5.0,2021,2
2782,SY,0.0,10.0,2021,2
2783,SZ,-0.1927710843373494,83.0,2021,2
2784,TC,-0.2105263157894736,19.0,2021,2
2785,TD,0.0,4.0,2021,2
2786,TG,-0.5,4.0,2021,2
2787,TH,-0.1183533447684391,583.0,2021,2
2788,TJ,-0.5,2.0,2021,2
2789,TL,0.2352941176470588,17.0,2021,2
2790,TN,-0.2,25.0,2021,2
2791,TO,-1.0,2.0,2021,2
2792,TR,-0.1128048780487804,328.0,2021,2
2793,TT,-0.1661721068249258,337.0,2021,2
2794,TW,-0.1962616822429906,214.0,2021,2
2795,TZ,-0.1798245614035087,228.0,2021,2
2796,UA,-0.1864406779661017,59.0,2021,2
2797,UG,-0.1200750469043152,533.0,2021,2
2798,UM,1.0,1.0,2021,2
2799,US,-0.2215232897225725,203008.0,2021,2
2800,UY,-0.5360824742268041,97.0,2021,2
2801,UZ,0.1428571428571428,7.0,2021,2
2802,VA,0.0,3.0,2021,2
2803,VC,-0.1403508771929824,57.0,2021,2
2804,VE,-0.1041666666666666,48.0,2021,2
2805,VG,0.0,12.0,2021,2
2806,VI,0.0833333333333333,12.0,2021,2
2807,VN,-0.1837837837837838,185.0,2021,2
2808,VU,-0.6666666666666666,3.0,2021,2
2809,WS,-1.0,4.0,2021,2
2810,XK,-0.0909090909090909,33.0,2021,2
2811,YE,-0.0491803278688524,61.0,2021,2
2812,YT,0.5,2.0,2021,2
2813,ZA,-0.2609930689694353,8801.0,2021,2
2814,ZM,-0.1792717086834734,357.0,2021,2
2815,ZW,-0.2941176470588235,629.0,2021,2
2816,AD,-0.2727272727272727,33.0,2020,5
2817,AE,-0.079552517091361,1609.0,2020,5
2818,AF,-0.2314814814814814,108.0,2020,5
2819,AG,-0.0344827586206896,29.0,2020,5
2820,AI,-1.0,2.0,2020,5
2821,AL,0.0333333333333333,30.0,2020,5
2822,AM,-0.4285714285714285,14.0,2020,5
2823,AO,-0.2894736842105263,38.0,2020,5
2824,AQ,0.6666666666666666,3.0,2020,5
2825,AR,-0.1091549295774647,284.0,2020,5
2826,AS,-0.5,2.0,2020,5
2827,AT,-0.0502793296089385,179.0,2020,5
2828,AU,-0.2829585944219192,8139.0,2020,5
2829,AW,-0.125,8.0,2020,5
2830,AX,-1.0,1.0,2020,5
2831,AZ,-0.0588235294117647,17.0,2020,5
2832,BA,0.0,15.0,2020,5
2833,BB,-0.0961538461538461,104.0,2020,5
2834,BD,-0.1179487179487179,390.0,2020,5
2835,BE,-0.2479423868312757,972.0,2020,5
2836,BF,0.0,3.0,2020,5
2837,BG,-0.4333333333333333,30.0,2020,5
2838,BH,-0.1949152542372881,118.0,2020,5
2839,BI,0.4,5.0,2020,5
2840,BJ,0.0,9.0,2020,5
2841,BL,0.5,2.0,2020,5
2842,BM,-0.1857142857142857,70.0,2020,5
2843,BN,-0.0757575757575757,66.0,2020,5
2844,BO,-0.5,22.0,2020,5
2845,BQ,-1.0,1.0,2020,5
2846,BR,-0.2697924673328209,1301.0,2020,5
2847,BS,-0.1897435897435897,195.0,2020,5
2848,BT,0.1379310344827586,29.0,2020,5
2849,BW,-0.2544031311154598,511.0,2020,5
2850,BY,0.1111111111111111,9.0,2020,5
2851,BZ,-0.2647058823529412,34.0,2020,5
2852,CA,-0.2406535263678121,17199.0,2020,5
2853,CD,-0.0204081632653061,49.0,2020,5
2854,CF,-0.6666666666666666,9.0,2020,5
2855,CG,0.0,5.0,2020,5
2856,CH,-0.1317567567567567,592.0,2020,5
2857,CI,0.0,47.0,2020,5
2858,CL,-0.3611111111111111,324.0,2020,5
2859,CM,0.0,103.0,2020,5
2860,CN,-0.2477302204928664,771.0,2020,5
2861,CO,-0.3170731707317073,287.0,2020,5
2862,CR,-0.037037037037037,54.0,2020,5
2863,CU,-0.3823529411764705,68.0,2020,5
2864,CV,-0.5,2.0,2020,5
2865,CW,0.2,5.0,2020,5
2866,CY,-0.2567567567567567,148.0,2020,5
2867,CZ,-0.3203883495145631,103.0,2020,5
2868,DE,-0.2179226069246435,1473.0,2020,5
2869,DJ,-0.5909090909090909,22.0,2020,5
2870,DK,-0.2962962962962963,216.0,2020,5
2871,DM,-1.0,1.0,2020,5
2872,DO,-0.3617021276595745,94.0,2020,5
2873,DZ,0.1764705882352941,51.0,2020,5
2874,EC,-0.2857142857142857,126.0,2020,5
2875,EE,-0.4545454545454545,22.0,2020,5
2876,EG,-0.1393034825870646,201.0,2020,5
2877,ES,-0.1846901579586877,1646.0,2020,5
2878,ET,-0.2,150.0,2020,5
2879,FI,-0.1567164179104477,268.0,2020,5
2880,FJ,-0.2121212121212121,99.0,2020,5
2881,FM,-0.2692307692307692,26.0,2020,5
2882,FO,-0.6666666666666666,3.0,2020,5
2883,FR,-0.226615969581749,1315.0,2020,5
2884,GA,-0.5,4.0,2020,5
2885,GB,-0.3191564770512139,79002.0,2020,5
2886,GD,-0.4,20.0,2020,5
2887,GE,-0.2063492063492063,63.0,2020,5
2888,GF,-0.6666666666666666,3.0,2020,5
2889,GG,0.0,2.0,2020,5
2890,GH,-0.1667442943642291,2147.0,2020,5
2891,GI,-0.3285714285714285,70.0,2020,5
2892,GL,-1.0,1.0,2020,5
2893,GM,-0.1012658227848101,79.0,2020,5
2894,GN,0.6,5.0,2020,5
2895,GP,-0.2857142857142857,7.0,2020,5
2896,GQ,0.0,6.0,2020,5
2897,GR,-0.2239382239382239,259.0,2020,5
2898,GT,-0.1875,48.0,2020,5
2899,GU,-0.3333333333333333,30.0,2020,5
2900,GW,-0.5,2.0,2020,5
2901,GY,-0.0769230769230769,13.0,2020,5
2902,HK,-0.2717948717948718,390.0,2020,5
2903,HN,-0.509090909090909,55.0,2020,5
2904,HR,0.0533333333333333,75.0,2020,5
2905,HT,-0.35,20.0,2020,5
2906,HU,-0.2567567567567567,74.0,2020,5
2907,ID,-0.061503416856492,1317.0,2020,5
2908,IE,-0.1831543244771057,5307.0,2020,5
2909,IL,-0.3619047619047619,315.0,2020,5
2910,IM,-0.3297872340425531,94.0,2020,5
2911,IN,-0.2758975017661036,46713.0,2020,5
2912,IQ,-0.4462809917355372,121.0,2020,5
2913,IR,-0.4117647058823529,51.0,2020,5
2914,IS,-0.088235294117647,34.0,2020,5
2915,IT,-0.0846036585365853,1312.0,2020,5
2916,JE,0.6666666666666666,3.0,2020,5
2917,JM,-0.2105263157894736,779.0,2020,5
2918,JO,-0.1692307692307692,65.0,2020,5
2919,JP,-0.2181996086105675,1022.0,2020,5
2920,KE,-0.2631578947368421,3895.0,2020,5
2921,KG,-0.0769230769230769,13.0,2020,5
2922,KH,-0.1272727272727272,55.0,2020,5
2923,KN,0.0,6.0,2020,5
2924,KP,0.0,1.0,2020,5
2925,KR,-0.3076923076923077,351.0,2020,5
2926,KW,-0.2531120331950207,241.0,2020,5
2927,KY,-0.1886792452830188,53.0,2020,5
2928,KZ,-0.5172413793103449,29.0,2020,5
2929,LA,-0.4,5.0,2020,5
2930,LB,-0.0952380952380952,252.0,2020,5
2931,LC,-0.1785714285714285,28.0,2020,5
2932,LI,-0.5,4.0,2020,5
2933,LK,-0.3463796477495107,511.0,2020,5
2934,LR,-0.0757575757575757,66.0,2020,5
2935,LS,-0.0857142857142857,105.0,2020,5
2936,LT,0.2222222222222222,18.0,2020,5
2937,LU,-0.180327868852459,61.0,2020,5
2938,LV,-0.1632653061224489,49.0,2020,5
2939,LY,-0.32,25.0,2020,5
2940,MA,-0.18,100.0,2020,5
2941,MC,-0.3571428571428571,14.0,2020,5
2942,MD,-0.3333333333333333,3.0,2020,5
2943,ME,0.25,16.0,2020,5
2944,MF,0.0,2.0,2020,5
2945,MG,0.1,10.0,2020,5
2946,MH,-0.5,2.0,2020,5
2947,MK,0.1428571428571428,7.0,2020,5
2948,ML,0.0,6.0,2020,5
2949,MM,0.1224489795918367,49.0,2020,5
2950,MN,-0.0833333333333333,36.0,2020,5
2951,MO,-0.5,6.0,2020,5
2952,MP,-0.45,20.0,2020,5
2953,MQ,-0.1666666666666666,6.0,2020,5
2954,MR,-0.3333333333333333,9.0,2020,5
2955,MS,0.4,5.0,2020,5
2956,MT,-0.1756756756756756,74.0,2020,5
2957,MU,-0.1111111111111111,54.0,2020,5
2958,MV,-0.2276422764227642,492.0,2020,5
2959,MW,-0.2748538011695906,171.0,2020,5
2960,MX,-0.2253012048192771,830.0,2020,5
2961,MY,-0.1568627450980392,1836.0,2020,5
2962,MZ,-0.09375,32.0,2020,5
2963,NC,0.0,2.0,2020,5
2964,NE,0.0,5.0,2020,5
2965,NG,-0.2487313324633898,13794.0,2020,5
2966,NI,-0.5185185185185185,27.0,2020,5
2967,NL,-0.1584158415841584,1111.0,2020,5
2968,NO,-0.4125,400.0,2020,5
2969,NP,-0.2403100775193798,774.0,2020,5
2970,NU,-1.0,1.0,2020,5
2971,NZ,-0.2520808561236623,1682.0,2020,5
2972,OM,-0.1528384279475982,229.0,2020,5
2973,PA,-0.4319526627218935,169.0,2020,5
2974,PE,-0.2347826086956521,115.0,2020,5
2975,PF,1.0,3.0,2020,5
2976,PG,0.0,37.0,2020,5
2977,PH,-0.1086856617647058,4352.0,2020,5
2978,PK,-0.2874172185430463,3775.0,2020,5
2979,PL,-0.2860082304526748,486.0,2020,5
2980,PM,0.0,1.0,2020,5
2981,PR,0.1,10.0,2020,5
2982,PT,-0.398034398034398,407.0,2020,5
2983,PW,0.0,5.0,2020,5
2984,PY,-0.1875,32.0,2020,5
2985,QA,-0.1433224755700325,307.0,2020,5
2986,RE,0.0,5.0,2020,5
2987,RO,-0.2891566265060241,83.0,2020,5
2988,RS,-0.024390243902439,82.0,2020,5
2989,RU,-0.3212121212121212,165.0,2020,5
2990,RW,-0.0303030303030303,165.0,2020,5
2991,SA,-0.2036516853932584,712.0,2020,5
2992,SB,0.1428571428571428,7.0,2020,5
2993,SC,0.0,18.0,2020,5
2994,SE,-0.2311111111111111,450.0,2020,5
2995,SG,-0.0741239892183288,742.0,2020,5
2996,SH,0.5,2.0,2020,5
2997,SI,-0.0888888888888888,45.0,2020,5
2998,SK,-0.2058823529411764,34.0,2020,5
2999,SL,-0.1,110.0,2020,5
3000,SM,-1.0,1.0,2020,5
3001,SN,0.2121212121212121,33.0,2020,5
3002,SO,-0.3772455089820359,167.0,2020,5
3003,SR,-0.5952380952380952,42.0,2020,5
3004,SV,-0.0357142857142857,28.0,2020,5
3005,SX,-1.0,1.0,2020,5
3006,SY,-0.2222222222222222,9.0,2020,5
3007,SZ,-0.1294117647058823,85.0,2020,5
3008,TC,-0.1818181818181818,11.0,2020,5
3009,TD,-0.3636363636363636,11.0,2020,5
3010,TG,0.8,5.0,2020,5
3011,TH,-0.2497109826589595,865.0,2020,5
3012,TJ,0.5,2.0,2020,5
3013,TL,0.3076923076923077,13.0,2020,5
3014,TM,-0.5714285714285714,7.0,2020,5
3015,TN,-0.2040816326530612,49.0,2020,5
3016,TO,1.0,1.0,2020,5
3017,TR,-0.0819277108433735,415.0,2020,5
3018,TT,-0.2350877192982456,285.0,2020,5
3019,TW,-0.3217391304347826,230.0,2020,5
3020,TZ,-0.1529745042492918,353.0,2020,5
3021,UA,-0.2692307692307692,52.0,2020,5
3022,UG,-0.2758493353028065,2708.0,2020,5
3023,UM,-1.0,1.0,2020,5
3024,US,-0.3627079735802456,195157.0,2020,5
3025,UY,-0.173076923076923,52.0,2020,5
3026,UZ,-0.1666666666666666,6.0,2020,5
